,deltaTemp,region,frac,year,q0.01,q0.02,q0.03,q0.04,q0.05,q0.06,q0.07,q0.08,q0.09,q0.10,q0.11,q0.12,q0.13,q0.14,q0.15,q0.16,q0.17,q0.18,q0.19,q0.20,q0.21,q0.22,q0.23,q0.24,q0.25,q0.26,q0.27,q0.28,q0.29,q0.30,q0.31,q0.32,q0.33,q0.34,q0.35,q0.36,q0.37,q0.38,q0.39,q0.40,q0.41,q0.42,q0.43,q0.44,q0.45,q0.46,q0.47,q0.48,q0.49,q0.50,q0.51,q0.52,q0.53,q0.54,q0.55,q0.56,q0.57,q0.58,q0.59,q0.60,q0.61,q0.62,q0.63,q0.64,q0.65,q0.66,q0.67,q0.68,q0.69,q0.70,q0.71,q0.72,q0.73,q0.74,q0.75,q0.76,q0.77,q0.78,q0.79,q0.80,q0.81,q0.82,q0.83,q0.84,q0.85,q0.86,q0.87,q0.88,q0.89,q0.90,q0.91,q0.92,q0.93,q0.94,q0.95,q0.96,q0.97,q0.98,q0.99
54,3.6000000000000023,RGI13-14-15,0.4499999999999999,2100,10.348908505694386,10.76944723564224,13.147215200811456,14.100291457178662,14.964760881687395,16.64998687007512,17.983779637960367,19.019068632531887,19.479766869088035,20.285395774225144,21.169616986696,21.93389999555141,22.34445952175076,22.60294539263394,23.53995035504827,24.32631932990949,24.70357101912952,24.879816120064785,25.02101907613739,25.73472489333286,25.84326384139906,26.06511203006941,26.16541772326053,26.41174345190563,26.343585967862573,26.535444163181893,26.65719178179974,26.77705659349726,27.005782407661087,27.295974598015626,27.40008267280769,27.55156063201593,27.50856474729937,27.60613585139208,27.828514165966823,28.026338058206107,28.257278408998648,28.57214367288653,28.645048053889003,28.79343311030499,29.182772199770067,29.446789938869177,29.647005764395704,29.857350678339667,29.9624077228611,30.172588994110072,30.167012772916607,30.304884592271343,30.55416247326456,30.744366088783497,30.79944327451091,31.703901677701705,32.02099364237038,32.28502546315274,32.526688019176454,32.60130110354336,32.79201521780495,33.06891394072901,33.3707064167529,33.48109553139008,33.70686042538347,33.84602359374859,34.00850102078152,34.09066724615942,34.347581458966744,34.50561514726461,34.530779804146675,34.6510881920085,34.789961442191235,35.01129960242488,35.103510030679374,35.254948298052994,35.42130516539874,35.52416280068807,35.7133022662904,35.72492344675824,35.881658944611736,36.16488431636283,36.273227591927714,36.40399995721976,36.64048506230284,36.62557988817407,36.98569450265842,37.23494965712249,37.5739761145814,37.98320333116257,38.139728480361775,38.453297135580655,38.54606071724633,39.08027660709091,39.33797298063259,39.627417703540885,40.10407047404357,40.20787354440031,40.98593660703772,41.05883547309204,42.033164017875634,43.18036461050426,43.7637964157901
55,3.6500000000000026,RGI13-14-15,0.4499999999999999,2100,10.15541288300373,10.328389312689222,12.686984367126689,13.611666378565996,14.39928584932897,16.085408777909247,17.39943130884724,18.49964462561788,18.9744927850017,19.813600659572288,20.66468025804633,21.440744818586506,21.843822298104502,22.096628630344384,23.04223094360898,23.80619414640437,24.199475800826917,24.354585784963607,24.515596530171912,25.21681648646109,25.339324067534736,25.555463999765426,25.6847971361796,25.92088165444024,25.840160453391665,26.020844077956028,26.13461637059308,26.24638451345536,26.509870128203712,26.775060345964945,26.886792444002037,27.028376640510363,26.995756419028314,27.097021025984297,27.334224491663797,27.532155445810144,27.786149055836688,28.113059433282984,28.196771425045235,28.34181658717769,28.762596982169757,29.05497466592157,29.26661306897113,29.472506743236107,29.59156324043509,29.81608719076416,29.8082743811634,29.949848218243183,30.20846658872501,30.371884147940676,30.423919133440503,31.31808945273053,31.63426461833898,31.88829583291274,32.13117016695056,32.19687506824768,32.38343271156544,32.66150180042561,32.95002275555007,33.06996440232918,33.3203530456132,33.46874279344563,33.6199045825753,33.69074443448366,33.95556963723683,34.08754593143979,34.130694308410945,34.23081509338358,34.3793576692434,34.60000182860912,34.67690172977651,34.84442164600695,35.0103567288315,35.106207040142415,35.284767090573,35.32627230098865,35.50512163048444,35.77861223476615,35.883915737984914,36.0231851972288,36.26638344737631,36.295537645186656,36.64924111528487,36.88950901031406,37.20039346253263,37.64921853707322,37.77617671807821,38.09914026624271,38.147110569054334,38.68811297256439,38.92238042939494,39.22108275276114,39.65744066659114,39.77755674400397,40.57670694582084,40.62580755790723,41.6243602411249,42.82365024427699,43.45957687214484
56,3.7000000000000015,RGI13-14-15,0.4499999999999999,2100,9.928499987884258,9.925307968444,12.212970017685413,13.13548309368048,13.839506707249283,15.508518903647072,16.80002346974462,17.957152667134338,18.445296111759795,19.31478253765992,20.131028079513825,20.91640758413155,21.313946558462767,21.56382038415556,22.51577550293801,23.25056610467471,23.65891843079504,23.79588385005987,23.98468477720401,24.67099471626886,24.807274929744715,25.016375041427587,25.169887033001665,25.39877000659852,25.309367528434837,25.479546719617662,25.587224678309223,25.691910866869996,25.989962340523896,26.22835270311074,26.35155447546234,26.482196015301795,26.462551520788704,26.56866970780144,26.81657492697838,27.014177076910112,27.28804500689457,27.62571141209565,27.719095113003995,27.861777427722984,28.311778115020267,28.631331723683576,28.85833408209522,29.059065607477773,29.19956629848137,29.43063272287737,29.4284893137938,29.57216280892806,29.837514640697925,29.97574153819578,30.027956358575437,30.902599512456497,31.21477491976439,31.45342782500192,31.69813984392541,31.75124124649299,31.933268786689524,32.212993980459494,32.49324063576564,32.616379597771605,32.88998620702414,33.047168301020136,33.1906295552733,33.24679553565137,33.52056669059235,33.62950225092867,33.68869217761059,33.76777325198819,33.92718572619941,34.14516478010306,34.209431004251826,34.39097508002529,34.55937171078781,34.65061971648065,34.82180461957369,34.89411344067944,35.09664039053037,35.357071942107055,35.47050805143556,35.61544481261517,35.86745896254697,35.93398326332623,36.278559661421696,36.51465358168721,36.79900544509783,37.275990856340485,37.37540926674711,37.70720641174469,37.72318984815117,38.26275669731283,38.47528829308046,38.78504362496897,39.18180493696514,39.31551809076254,40.14668984355948,40.17653973142332,41.19711873287199,42.44627971533936,43.1385848834128
57,3.750000000000002,RGI13-14-15,0.4499999999999999,2100,9.68182730271003,9.570593895658616,11.745097841482863,12.678908099040394,13.297562570469276,14.929926722120872,16.194346190343296,17.40241978199006,17.903406223685657,18.798812835011347,19.576931310911903,20.36481307634441,20.75939048989807,21.00850109220767,21.962551050657037,22.663090595500744,23.08478683502449,23.20707535238453,23.4311136366552,24.100627981349607,24.250888718029422,24.451522661593053,24.62320533989817,24.8458748758724,24.752992119254813,24.91497536482953,25.017092015194613,25.11700427216054,25.44800103497827,25.6581793255016,25.79616607687068,25.916847474087337,25.91209441467657,26.021544644200045,26.27725746114601,26.473310623902822,26.764872431375192,27.109848882513948,27.21302309639684,27.35492196234071,27.83143592333281,28.17581417934342,28.422104510725674,28.61664547548853,28.78389031315205,29.01560529986869,29.028247736688996,29.172690634273867,29.440494133985084,29.556506236298805,29.61054489562947,30.456320272332636,30.76005456535748,30.980658640963487,31.227070315374934,31.26423663260513,31.441175632096893,31.72310517524501,32.00000804943213,32.12165128794304,32.41557033289682,32.58031670755652,32.72152245849336,32.7601722660004,33.043371713342324,33.13339434948822,33.20581749545167,33.264995851065976,33.43537017979878,33.64878549881273,33.701903116611646,33.89798539433588,34.071098982154645,34.15826937597144,34.32765207232813,34.43114193413123,34.658474659872724,34.90311524048724,35.0345045802095,35.1812308049993,35.44577700541901,35.5409802783631,35.87460802970805,36.1103393562165,36.372800731867954,36.86363331179488,36.93951311629723,37.2792276033829,37.27631286060424,37.80549765837552,37.999247575351,38.32282316195296,38.67973332364015,38.82559504132808,39.69577653363479,39.71369830622103,40.75505880759883,42.05244104572293,42.802484293731936
58,3.8000000000000025,RGI13-14-15,0.4499999999999999,2100,9.429894362434192,9.26741544722335,11.303912246342604,12.249829306459931,12.787379920794615,14.364446341597825,15.595152376984156,16.846681186705528,17.363302279335183,18.27841698284656,19.01332102009815,19.79496451002121,20.18821173429865,20.437657704208277,21.387017918254674,22.048232626426973,22.482161523458338,22.594217835752165,22.85945658309712,23.509793705438085,23.67460309990408,23.86621445935389,24.049961297149373,24.265549564516107,24.17359940586269,24.331443556959915,24.42791914155528,24.526247196612943,24.887389159924844,25.06893868720823,25.22379790520292,25.33700342027009,25.34823054800327,25.4582776363684,25.719566116722767,25.913130448804974,26.21961914187148,26.567598517530893,26.68115316111982,26.824225342024334,27.32408352934823,27.69000199433516,27.95906203518061,28.146541596176757,28.34233185845221,28.571495605986183,28.607958963016756,28.75285584743636,29.017450388261157,29.11568570920091,29.171732750439517,29.97950089501913,30.269345798733696,30.47162876489129,30.7189350999974,30.737726677172567,30.909093716842783,31.193094117047718,31.471011584148982,31.58899902000998,31.899852541508327,32.07066181733536,32.21497170400378,32.23445445275798,32.52664613519034,32.602775037941484,32.68558527806928,32.72766446139008,32.90785187866269,33.1149502195536,33.1580275635442,33.37097274773284,33.54933178929754,33.63340042480234,33.80509203875096,33.939859618367954,34.19314706241478,34.41939009884601,34.57623265862576,34.721273337864154,35.0017566502244,35.11740046131648,35.43892123506603,35.67691507693565,35.92408654482721,36.41321093631808,36.47118463049094,36.81845171657343,36.80927088726551,37.31928294036452,37.49884296662305,37.83887289463986,38.15639814366295,38.31340868524399,39.22594578447108,39.2406854977392,40.300790472633786,41.64540993992325,42.45478582813897
59,3.8500000000000023,RGI13-14-15,0.4499999999999999,2100,9.183097982601836,9.016946289557207,10.906955799087635,11.85660480045779,12.320930741108729,13.82622322144417,15.016719753458007,16.30126600727415,16.8380015125911,17.765140371143186,18.45282694149442,19.218690852271177,19.610265754499707,19.859415043341663,20.796565990456585,21.41321562178738,21.85861514805934,21.96539736590077,22.275541460721644,22.90310824181469,23.08287424282779,23.26549080026661,23.45681860790595,23.663496097558895,23.57563381688496,23.73340412189532,23.824546109524302,23.92497854930556,24.31255226733384,24.4663218569135,24.639007677238705,24.74778935291767,24.775006757082213,24.88303052254865,25.147408092768107,25.338825279630907,25.656580194889248,26.00298530400123,26.12684972079239,26.27435754226349,26.793825445578538,27.177418945677697,27.47100483343257,27.65084878253768,27.874598016165248,28.099836573647508,28.166872905047388,28.31337790579049,28.56945084493024,28.6550375012861,28.71183338909511,29.47309124029203,29.743793474965877,29.92979243952077,30.175704307396018,30.17539324765753,30.34099277993786,30.626675718106704,30.90946295185959,31.023090321270946,31.347322015709715,31.52289341368808,31.675284448942417,31.674551553840526,31.97533419368201,32.04309852401578,32.13374040387477,32.16250414059953,32.351505585107,32.55051862941998,32.584645691167246,32.81706600973566,32.99867453855466,33.081489711200234,33.25639352216446,33.42235606103277,33.70309347964179,33.90918859080099,34.09495681175665,34.23693552663119,34.53392287390488,34.66485877132839,34.973509607695945,35.21414817094867,35.45412678325914,35.92637644121729,35.9735000084364,36.32921454323347,36.32562158180479,36.80910426535464,36.97994474076606,37.33800164021592,37.61840157778647,37.78580094583145,38.74316045650622,38.76165806618027,39.83706504405178,41.22755017460709,42.10064765569545
60,3.9000000000000026,RGI13-14-15,0.4499999999999999,2100,8.943931903515182,8.817634768040971,10.560429259738353,11.503894338947998,11.905873911932249,13.32605889187256,14.469017112500737,15.775212636239338,16.33474465861922,17.26749240194323,17.905472952552575,18.646345646296037,19.034547074457866,19.28168405258481,20.19886925571075,20.765289126307163,21.220995911642927,21.327249422139317,21.68366074436235,22.283557530240792,22.47863374148417,22.652391603517472,22.847909379961152,23.04438550968788,22.963566962492465,23.124397279679755,23.209664567848524,23.31630957710288,23.72611402132006,23.854350460836866,24.044373883743884,24.151934098405476,24.1956106915452,24.29884706967454,24.56349473934678,24.75483924540094,25.07928708657261,25.41965096624029,25.55286078508526,25.7087956342811,26.24315764038877,26.640463089366005,26.959148689710812,27.13005415672645,27.38031388724005,27.601232562441208,27.703250027406167,27.85304091296553,28.095989793558815,28.17534500507658,28.230656659141573,28.937447233076032,29.185290404237342,29.35878860405467,29.599328458792456,29.581314609580005,29.74098257109814,30.02727004835571,30.31809559938687,30.427721332594142,30.76149420350246,30.94094278494789,31.10667123477521,31.085684327521037,31.394846644605053,31.459526616422988,31.55575916984596,31.575512532378674,31.772978228225405,31.962381866186718,31.988621441177983,32.242661781883946,32.42341214925808,32.50652973310719,32.68551707018859,32.88158536608976,33.18989737081024,33.37457246845699,33.58959268537371,33.7291539426796,34.04113409510598,34.18473431473113,34.479939082062835,34.722157355567795,34.96245574884657,35.40399617217871,35.44924846622992,35.81579207979642,35.827884378473804,36.27960053022953,36.44756521373087,36.82355111883896,37.07025297291904,37.24974463212654,38.25341972746679,38.28090039098854,39.36468530159032,40.79853815763644,41.74090251376827
61,3.9500000000000015,RGI13-14-15,0.4499999999999999,2100,8.697446379396423,8.660184615461123,10.257692020440588,11.1916332584239,11.544228466576596,12.868344933361996,13.95479540129976,15.271442892175832,15.8552819833082,16.78724234930728,17.37631271148703,18.08303460269854,18.466437645076063,18.70881804521392,19.598046117686803,20.10850447498566,20.572445320486004,20.681021639398622,21.081739985168287,21.648322876841327,21.858797320942305,22.024730269773617,22.222238240906385,22.408289666678627,22.337557392624547,22.504054664374834,22.581804524718983,22.69798519058784,23.126020972048693,23.23226267210645,23.437688904969896,23.54790764174952,23.60914381663904,23.70527424252834,23.967961579087586,24.16206799943919,24.487865962928183,24.817862009609183,24.959347562681025,25.12686262968854,25.670554993493877,26.0772823505349,26.421447402617904,26.5813802301476,26.856444039087744,27.073174595559497,27.21310115819005,27.367567097182537,27.59276791068303,27.67238677279826,27.72534329446507,28.370892883342997,28.593288993791106,28.7595368679158,28.989742864337018,28.95811752978002,29.110747358174795,29.395155196472448,29.696547395901582,29.802144336411537,30.14147261754978,30.324598240220865,30.508839055267703,30.46949111613751,30.786508035893316,30.85299041736234,30.95415049455806,30.96979012772433,31.17557162777717,31.353835590196745,31.374129667434858,31.650482550475044,31.825398396197595,31.908925830612937,32.09456325504201,32.31895167284937,32.652632762499834,32.81627596662943,33.05933398442613,33.19808038245906,33.52204855937712,33.67664822298113,33.95861043434279,34.202347649137145,34.44496292245438,34.845638773637106,34.90061413097237,35.280230827808204,35.31722652198285,35.73427144013701,35.904270048569465,36.29701734587516,36.5123270281612,36.71134871180638,37.75939826382251,37.7994696662771,38.88068588978596,40.3520091793442,41.36794197687733
62,4.000000000000003,RGI13-14-15,0.4499999999999999,2100,8.429957149119895,8.532995680221086,9.990569291712136,10.91791308469936,11.235902098241525,12.455857385728276,13.47852524549901,14.794040209322,15.402365104451732,16.327552085655242,16.871964325180908,17.535443981622397,17.91237571954589,18.147208382505926,19.00094351092234,19.45121038767087,19.92009873334623,20.032239484604062,20.47208392748202,20.999705460117923,21.224887316516615,21.384404180280864,21.583467045950105,21.75922316902941,21.701585051427635,21.876255962248887,21.944886120050835,22.07290352641528,22.51559706660572,22.604158617791256,22.82235616358169,22.939157096717132,23.018567797482916,23.106173339389983,23.365604323114542,23.564917389487206,23.88665302797982,24.20217350510071,24.3510628658771,24.53148980544019,25.078931956819684,25.490538270062668,25.859970359691,26.00749365171305,26.304818195593157,26.517867157481163,26.696676430003677,26.856568359595748,27.06032266547656,27.145014289908907,27.197088289245144,27.77662853898117,27.97247194561528,28.13717404669578,28.35288067783614,28.31366913324971,28.45743220833157,28.7368226135867,29.04987825655845,29.15089653243527,29.492294949887636,29.67874330448497,29.885062090154054,29.83157419760661,30.154933947883663,30.22771734202549,30.33460048722661,30.350488874509388,30.56419532931257,30.7297986459096,30.74675445858049,31.044468182093095,31.2092385847788,31.29230783316512,31.48796962820238,31.738246756283317,32.093702520054,32.23790366789248,32.50648053819429,32.64632104666326,32.97899995884987,33.14265693996774,33.41342470447449,33.6590447499737,33.90213848023004,34.25511818136559,34.332028762028614,34.72528639557299,34.79653484218766,35.17842705782947,35.35416762099321,35.76355989304232,35.948607058006395,36.17853713252944,37.26491576084487,37.31881634284,38.384106055582414,39.88459606645944,40.97574732940964
63,4.050000000000003,RGI13-14-15,0.4499999999999999,2100,8.13586270448517,8.423244514510044,9.750829489493656,10.67879995618918,10.978972845302843,12.090361234351471,13.044240833025883,14.347602936212647,14.979553608983124,15.891908564359138,16.398420196079357,17.011400060076287,17.378274549208136,17.60504525244266,18.415883710604373,18.80422686393762,19.273814988786256,19.39003006244343,19.8600373303025,20.345308335974984,20.582981922761544,20.737879915448303,20.939042539303284,21.10496343784577,21.06327997212296,21.248728224782752,21.30757609303993,21.449021208853875,21.902991471011912,21.97866249165488,22.2066174988144,22.332655432878507,22.430065358400363,22.5090268983845,22.764934134957365,22.970898848847405,23.28369223046183,23.58165686009925,23.73691417057338,23.930193720922563,24.475148901506955,24.88736482449191,25.280825081378417,25.416019726063336,25.732207241065936,25.9429510566434,26.15931015432287,26.32363111752969,26.504140438744344,26.596714872876174,26.65110967072184,27.162550636529343,27.33259024859038,27.501228121925426,27.69943021491708,27.659801183199267,27.792732308815594,28.06345741247813,28.38701534538021,28.483080382017263,28.823718651035016,29.012698148370767,29.24259125320068,29.18066136929489,29.50744946312195,29.59101932729389,29.7049540946528,29.72421303661887,29.945112277213024,30.097153030014912,30.113678393290822,30.431253321785423,30.582462427762582,30.663291625917203,30.87215110277224,31.145467039805265,31.518447601543137,31.64535262360169,31.93570639321439,32.07849602577851,32.41757637599861,32.58759576406163,32.85110614520073,33.09896500269431,33.33939636108788,33.63983775134771,33.75006539476327,34.15539125032802,34.27078157505911,34.61797491480738,34.80148799066072,35.22926022004872,35.38627668696643,35.65924953541264,36.77533369043945,36.84299714434301,37.87565611554105,39.39717303451222,40.56238955656284
